contig_8466	bin.0000
contig_10367	bin.0000
contig_18604	bin.0000
contig_3160	bin.0000
contig_24661	bin.0000
contig_7426	bin.0000
contig_24101	bin.0000
contig_271	bin.0000
contig_10023	bin.0000
contig_21989	bin.0000
contig_6122	bin.0000
contig_10362	bin.0000
contig_24244	bin.0000
contig_6861	bin.0000
contig_2603	bin.0000
contig_16714	bin.0000
contig_5137	bin.0000
contig_10377	bin.0000
contig_24131	bin.0000
contig_15946	bin.0000
contig_10378	bin.0000
contig_9794	bin.0000
contig_24321	bin.0000
contig_23994	bin.0000
contig_3178	bin.0000
contig_3353	bin.0000
contig_9795	bin.0000
contig_5569	bin.0000
contig_10340	bin.0000
contig_6207	bin.0000
contig_21990	bin.0000
contig_3660	bin.0000
contig_4640	bin.0000
contig_1643	bin.0000
contig_25340	bin.0000
contig_19871	bin.0000
contig_3305	bin.0000
contig_3870	bin.0000
contig_6459	bin.0000
contig_3338	bin.0000
contig_3306	bin.0000
contig_3365	bin.0000
contig_6202	bin.0000
contig_19992	bin.0001
contig_19693	bin.0001
contig_24892	bin.0001
contig_22370	bin.0001
contig_24120	bin.0001
contig_13651	bin.0001
contig_10056	bin.0001
contig_24776	bin.0001
contig_15612	bin.0001
contig_24452	bin.0001
contig_13235	bin.0001
contig_24060	bin.0001
contig_22648	bin.0001
contig_24608	bin.0001
contig_9213	bin.0001
contig_20883	bin.0001
contig_24707	bin.0001
contig_23610	bin.0001
contig_20516	bin.0001
contig_14464	bin.0001
contig_23634	bin.0001
contig_12915	bin.0001
contig_25593	bin.0001
contig_20225	bin.0001
contig_22304	bin.0001
contig_24152	bin.0001
contig_15181	bin.0001
contig_23773	bin.0001
contig_22714	bin.0001
contig_21575	bin.0001
contig_17114	bin.0001
contig_24389	bin.0001
contig_7000	bin.0001
contig_22374	bin.0001
contig_10552	bin.0001
contig_52	bin.0001
contig_22694	bin.0001
contig_19954	bin.0001
contig_25492	bin.0001
contig_16676	bin.0001
contig_5373	bin.0001
contig_12729	bin.0001
contig_25793	bin.0001
contig_21930	bin.0001
contig_12654	bin.0001
contig_8457	bin.0001
contig_22013	bin.0001
contig_22749	bin.0001
contig_25814	bin.0001
contig_5367	bin.0001
contig_20203	bin.0001
contig_7133	bin.0001
contig_7898	bin.0001
contig_17766	bin.0001
contig_25894	bin.0001
contig_16979	bin.0001
contig_13692	bin.0001
contig_24117	bin.0001
contig_13105	bin.0001
contig_22836	bin.0001
contig_23096	bin.0001
contig_9212	bin.0001
contig_18647	bin.0001
contig_22604	bin.0001
contig_19055	bin.0001
contig_25186	bin.0001
contig_10902	bin.0001
contig_22753	bin.0001
contig_23219	bin.0001
contig_6110	bin.0001
contig_18856	bin.0001
contig_5368	bin.0001
contig_22812	bin.0001
contig_15313	bin.0001
