bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0000	3174	1554	2	2	2	15	c__Clostridia (UID1085)	88.26	2.11	0	2587026	0	31	31	133990	133990	83452	83452	234678	234678	46.4	1.4	82.39	3294	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp002305535	98.81	0.86	GCA_002305535.1	98.81	0.86	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	71.09	N/A	N/A	FJ825457.1.1386 Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	8.141368	4.201263	0.063615344	0.0834689	145288	2451	1.68699410825395	N	Bacteria	 Firmicutes	2	0
bin.0001	1752	846	2	2	1	21	o__Clostridiales (UID1120)	79.89	1.54	0	1577834	0	16	16	126895	126895	98614	98614	351666	351666	47.4	2.42	85.55	1807	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA1046;s__UBA1046 sp012511325	99.56	0.9	GCA_012511325.1	99.56	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA1046;s__	taxonomic classification defined by topology and ANI	62.32	N/A	N/A	AB818620.1.1410 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Fastidiosipila;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	6.9973946	3.2601454	0.054676518	0.06477118	26017	134	0.515047853326671	N	Bacteria	 Firmicutes	0	0
bin.0002	3205	1760	1	1	1	20	p__Bacteroidetes (UID2605)	95.53	2.3	0	3256748	0	2	2	1665451	1665451	1628374	1628374	1665451	1665451	35.4	0.05	88.11	3244	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	84.16	0.8336881133611915	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	HQ	14.672974	5.6998096	0.11465227	0.11324139	438443	1600	0.364927710101427	N	Bacteria	 Bacteroidetes	0	0
bin.0003	4522	2403	5	4	5	21	p__Firmicutes (UID241)	96.61	17.37	41.38	4057650	0	39	39	327079	327079	104042	104042	858967	858967	49.6	1.5	85.86	4565	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAYSL01;s__	N/A	N/A	GCA_012518315.1	92.02	0.91	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	78.94	0.9657016695240979	Genome has more than 13.3% of markers with multiple hits	HQ156138.1.1370 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured prokaryote	r9	2021-10-18	Nanopore-Illumina	Contaminated	13.569999	6.430181	0.106033795	0.1277521	879995	23396	2.65865146961062	N	Bacteria	 Firmicutes	0	0
bin.0004	4864	3616	1	0	0	19	k__Bacteria (UID2565)	52.85	2.84	0	3861933	0	97	97	57161	57161	39813	39813	209667	209667	63.7	1.43	78.1	5427	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	N/A	N/A	GCA_002071695.1	77.4	0.2	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	taxonomic classification defined by topology and ANI	32.94	0.825420856875364	N/A	JN427119.1.1457 Bacteria;Planctomycetota;ODP123;uncultured organism	r9	2021-10-18	Nanopore-Illumina	MQ	6.6210327	2.8866994	0.051735684	0.057351712	67435	487	0.722176911099577	N	Bacteria	 Proteobacteria	0	0
bin.0005	2656	1551	1	1	1	19	o__Bacteroidales (UID2657)	72.89	2.79	0	2163278	0	48	48	79104	79104	45068	45068	243745	243745	45.6	1.83	86.3	2835	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__UBA1179 sp002340405	98.28	0.93	GCA_002340405.1	98.28	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__	taxonomic classification defined by topology and ANI	57.12	N/A	N/A	GQ458213.1.1491 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales UCG-001;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	6.951116	3.2049541	0.054314908	0.063674666	42255	251	0.594012542894332	N	Bacteria	 Bacteroidetes	0	0
bin.0006	1854	997	1	1	1	17	k__Bacteria (UID209)	62.84	0	0	1258960	0	36	36	45062	45062	34971	34971	124448	124448	51.5	2.09	78.25	2072	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__Syner-03 sp002306075	98.5	0.72	GCA_002306075.1	98.5	0.72	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	taxonomic classification defined by topology and ANI	37.34	N/A	N/A	AF280863.1.1513 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;uncultured;uncultured bacterium mle1-42	r9	2021-10-18	Nanopore-Illumina	MQ	4.850084	2.8360014	0.03789778	0.05634446	15885	101	0.63581995593327	N	Bacteria	 Synergistetes	2	0
bin.0007	3819	2108	1	1	1	21	c__Deltaproteobacteria (UID3216)	89.27	1.29	0	3090278	0	41	41	97804	97804	75372	75372	272724	272724	49.9	1.61	83.19	3954	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-15;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	taxonomic novelty determined using RED	62.28	0.7770503546744555	N/A	HE648213.1.1522 Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;SEEP-SRB1;uncultured Desulfobacteraceae bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	7.7532735	2.9215662	0.06058284	0.058044434	38050	161	0.423127463863338	N	Bacteria	 Proteobacteria	0	0
bin.0008	1088	688	1	1	1	19	k__Bacteria (UID203)	57.88	0	0	660591	0	13	13	59330	59330	50814	50814	187318	187318	33.6	1.35	78.75	1183	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA2177;s__	N/A	N/A	GCA_012511375.1	80.17	0.66	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA2177;s__	taxonomic classification defined by topology and ANI	30.06	0.9539842195325505	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GU179938.1.1412 Bacteria;Patescibacteria;Dojkabacteria;uncultured candidate division WS6 bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	5.9779925	1.5105194	0.046711076	0.030010354	236	2	0.847457627118644	N	Bacteria	 Proteobacteria	0	0
bin.0009	941	598	1	1	0	12	k__Bacteria (UID1452)	30.89	0.99	100	659871	0	15	15	76118	76118	43991	43991	189201	189201	41.3	1.44	75.67	1079	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__;s__	N/A	N/A	GCA_002774085.1	74.89	0.09	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	21.56	0.8123725582730935	N/A	KC763875.1.1327 Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	LQ	7.2809978	3.3217325	0.056892548	0.06599476	16306	454	2.78425119587882	N	Bacteria	 Chloroflexi	0	0
bin.0010	1922	966	2	2	2	20	k__Bacteria (UID203)	98.28	2.04	76.92	2374947	0	8	8	1253172	1253172	296868	296868	1253172	1253172	50.9	1.28	88.09	1902	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__UBA3900 sp002391675	97.86	0.95	GCA_002391675.1	97.86	0.95	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	taxonomic classification defined by topology and ANI	83.32	N/A	N/A	CZCA01007650.14.1547 Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;W27;anaerobic digester metagenome	r9	2021-10-18	Nanopore-Illumina	HQ	13.420742	6.534492	0.104867525	0.12982449	468153	5881	1.25621324652411	N	Bacteria	 Candidatus Cloacimonetes	0	0
bin.0011	2294	1222	1	1	1	20	k__Bacteria (UID2569)	94.89	0.54	0	2929464	0	6	6	2665590	2665590	488244	488244	2665590	2665590	37.6	2.96	89.12	2275	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__RZYY01 sp012516825	99.38	0.97	GCA_012516825.1	99.38	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__	taxonomic classification defined by topology and ANI	94.62	N/A	N/A	FPLM01003243.14.1516 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;metagenome	r9	2021-10-18	Nanopore-Illumina	HQ	423.3439	178.72507	3.3079417	3.5508332	2925653	893	0.03052310031299	N	Bacteria	 Bacteroidetes	1	0
bin.0012	1084	491	1	1	1	20	k__Bacteria (UID2329)	97.7	0	0	1098591	0	5	5	265823	265823	219718	219718	469568	469568	32.6	0.42	90.89	1026	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__JAAYSA01;s__JAAYSA01 sp012518455	96.98	0.99	GCA_012518455.1	96.98	0.99	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__;s__	taxonomic classification defined by topology and ANI	85.53	N/A	N/A	FJ205853.1.1308 Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	HQ	27.203148	5.356038	0.21256104	0.10641147	114222	636	0.556810421810159	N	Bacteria	 Tenericutes	0	0
