bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0000	3166	1883	1	1	1	19	k__Bacteria (UID1452)	90.43	0.93	0	3893411	1	45	45	172458	172458	86520	86520	517871	517871	64.9	4.41	91.43	3113	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__	N/A	N/A	GCA_002305165.1	78.03	0.35	d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	86.06	0.9096879176402513	N/A	JN536636.1.1396 Bacteria;WS1;uncultured organism	r10-il	2021-10-17	Nanopore-Illumina	HQ	7.075673	10.639598	0.16071172	0.2262721	2265427	1687	0.0744671975746736	N	Bacteria	 Proteobacteria	0	0
bin.0001	1973	806	2	2	2	20	p__Firmicutes (UID239)	91.18	0.49	0	2076526	0	16	16	330638	330638	129782	129782	457934	457934	49.8	0.73	86.27	1890	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp900019985	99.86	0.93	GCA_900019985.1	99.86	0.93	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	92.42	N/A	N/A	CZCB01000884.131.1652 Bacteria;Firmicutes;Incertae Sedis;DTU014;anaerobic digester metagenome	r10-il	2021-10-17	Nanopore-Illumina	HQ	22.17766	31.86732	0.5037273	0.6777216	1980575	14029	0.708329651742549	N	Bacteria	 Firmicutes	0	0
bin.0002	2308	1004	2	2	2	21	p__Firmicutes (UID241)	95.76	1.55	0	2410391	0	16	16	373077	373077	150649	150649	444000	444000	51.3	2.28	87.09	2275	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__DUNI01 sp012837285	99.02	0.92	GCA_012837285.1	99.02	0.92	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__	taxonomic classification defined by topology and ANI	93.55	N/A	N/A	HQ155055.1.1385 Bacteria;Firmicutes;Incertae Sedis;Gelria;uncultured prokaryote	r10-il	2021-10-17	Nanopore-Illumina	HQ	38.90504	56.498165	0.883661	1.2015454	2358614	22090	0.936566983830334	N	Bacteria	 Firmicutes	0	0
bin.0003	2281	1209	0	0	2	13	c__Clostridia (UID1118)	46.53	6.11	7.14	1909323	36	76	76	40920	40920	25122	25122	125475	125475	35.6	3.93	82.1	2340	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	N/A	N/A	GCA_012522255.1	76.82	0.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	taxonomic classification defined by topology and ANI	34.68	0.84202740040911	N/A	NA	r10-il	2021-10-17	Nanopore-Illumina	LQ	5.3634872	4.0654306	0.121822365	0.08645943	178567	8696	4.86988077304317	N	Bacteria	 Firmicutes	0	0
bin.0004	2511	1077	1	1	1	18	p__Firmicutes (UID239)	90.2	3.92	0	2576202	6	49	49	95137	95135	52575	52575	209800	209800	49.3	1.06	86.63	2474	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	N/A	N/A	GCA_002424305.1	79.46	0.49	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	88.52	0.9487979872232777	N/A	AB818578.1.1495 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured bacterium	r10-il	2021-10-17	Nanopore-Illumina	HQ	8.038845	10.298234	0.18258852	0.21901232	1416602	40647	2.86933097651987	N	Bacteria	 Firmicutes	0	0
bin.0005	650	300	1	2	1	20	k__Bacteria (UID203)	77.87	0	0	576391	0	1	1	576391	576391	576391	576391	576391	576391	32.6	0	92.56	625	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__JAAZMU01;s__JAAZMU01 sp012798645	99.17	0.98	GCA_012798645.1	99.17	0.98	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__;s__	taxonomic classification defined by topology and ANI	65.02	N/A	N/A	CR933068.6.1306 Bacteria;Patescibacteria;Parcubacteria;32-520;uncultured bacterium	r10-il	2021-10-17	Nanopore-Illumina	MQ	25.180155	22.511711	0.5719238	0.4787561	540392	6767	1.25223911530889	N	Bacteria	 Proteobacteria	0	0
bin.0006	2197	1288	1	1	1	19	p__Euryarchaeota (UID54)	94.88	3.92	85.71	2225602	10	18	18	228794	228794	123644	123644	356607	356607	59.1	1.35	86.35	2192	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp012797575	98.96	0.93	GCA_012797575.1	98.96	0.93	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	93.79	N/A	N/A	AB494253.1.1436 Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;uncultured archaeon	r10-il	2021-10-17	Nanopore-Illumina	HQ	57.576168	52.070675	1.3077434	1.107386	2159691	40430	1.87202706313079	N	Archaea	 Euryarchaeota	0	0
bin.0007	2144	907	2	2	2	21	k__Bacteria (UID209)	100	1.69	0	2164955	0	30	30	1105403	1105403	72165	72165	1105403	1105403	45.2	8.18	89.24	2111	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium sp012518015	99.52	0.95	GCA_012518015.1	99.52	0.95	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__	taxonomic classification defined by topology and ANI	89.82	N/A	N/A	EU878326.1.1524 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium;uncultured bacterium	r10-il	2021-10-17	Nanopore-Illumina	HQ	11.080291	15.247203	0.25166973	0.32426196	1726291	26908	1.55871750475441	N	Bacteria	 Synergistetes	0	0
bin.0008	789	360	1	1	1	5	p__Firmicutes (UID239)	15.69	0	0	815764	15	23	23	50551	50548	35468	35467	137539	137539	49.3	1.47	85.85	791	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAYSL01;s__	N/A	N/A	GCA_012518315.1	92.8	0.4	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	30.3	0.9828638161258024	N/A	HQ156138.1.1370 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured prokaryote	r10-il	2021-10-17	Nanopore-Illumina	LQ	7.839685	9.836927	0.17806494	0.20920174	379511	14361	3.78408003984074	N	Bacteria	 Firmicutes	0	0
bin.0009	1950	927	1	1	1	20	k__Bacteria (UID2495)	85.16	3.41	0	1923033	0	56	56	52515	52515	34339	34339	152067	152067	46.8	2.24	89.71	1933	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__DUOJ01;s__DUOJ01 sp012838895	99.06	0.9	GCA_012838895.1	99.06	0.9	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__	taxonomic classification defined by topology and ANI	76.41	N/A	N/A	HQ154946.1.1407 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;uncultured prokaryote	r10-il	2021-10-17	Nanopore-Illumina	MQ	7.7839637	6.956874	0.17679933	0.14795169	480076	7577	1.57829177046968	N	Bacteria	 Spirochaetes	1	0
