29.572472	29.572472	301	301	60	100.0
29.97835	29.97835	234	234	5	100.0
29.815771	29.815771	301	301	58	99.66777
35.254482	35.254482	301	301	60	100.0
37.229332	37.229332	301	301	60	99.66777
25.673653	25.673653	295	295	60	100.0
37.377525	37.377525	301	301	60	100.0
37.71299	37.71299	123	123	60	100.0
37.333878	37.333878	300	300	60	99.0
37.061493	37.01323	301	255	60	96.47059
31.610462	31.610462	301	301	60	100.0
21.035172	21.035172	288	288	60	99.65278
37.6206	37.6206	295	295	60	100.0
32.80847	32.80847	251	251	60	100.0
33.844902	33.844902	137	137	60	100.0
37.78409	37.78409	267	267	60	100.0
29.967663	29.967663	296	296	60	100.0
20.230967	20.230967	301	301	60	98.006645
23.054966	23.054966	265	265	60	100.0
24.886135	24.886135	292	292	9	99.65753
37.429928	37.429928	157	157	60	100.0
34.717907	34.717907	297	297	60	100.0
35.862488	35.862488	300	300	60	100.0
29.097538	29.097538	278	278	0	100.0
32.84904	32.84904	293	293	0	100.0
34.64636	34.64636	273	273	60	100.0
37.616795	37.616795	301	301	0	100.0
22.154171	22.154171	301	301	60	99.33555
34.801098	34.801098	301	301	60	100.0
33.922287	33.964645	300	291	60	95.532646
36.963535	36.963535	269	269	60	100.0
36.359684	36.359684	301	301	60	100.0
21.459362	21.459362	260	260	60	98.84615
27.307583	27.307583	297	297	60	100.0
25.920128	25.920128	301	301	0	99.33555
24.421	24.421	299	299	60	99.66555
21.124208	21.124208	298	298	60	99.66443
24.117931	24.117931	300	300	0	99.333336
34.302425	31.233503	299	40	1	100.0
27.105824	27.105824	301	301	60	100.0
28.179773	28.179773	300	300	60	99.666664
27.621689	27.621689	301	301	60	99.33555
28.317266	28.317266	300	300	60	100.0
20.904564	20.65234	300	281	3	86.120995
21.831402	21.831402	301	301	60	99.337746
37.709015	37.709015	125	125	49	100.0
34.633774	34.633774	218	218	60	100.0
36.908226	36.908226	244	244	60	99.590164
31.840906	31.840906	301	301	60	100.0
23.871176	23.871176	301	301	60	99.33555
28.036715	28.036715	282	282	60	99.64539
35.84651	35.84651	301	301	60	100.0
32.88676	32.88676	301	301	60	100.0
22.110285	22.110285	300	300	60	99.666664
22.18756	22.18756	300	300	60	100.0
37.295757	37.295757	300	300	60	100.0
36.693295	36.693295	301	301	60	100.0
24.751497	24.751497	300	300	60	99.666664
36.71136	36.71136	301	301	60	100.0
28.747053	28.747053	270	270	43	100.0
24.830542	24.830542	287	287	60	100.0
27.735712	27.735712	198	198	60	100.0
37.310886	37.310886	271	271	60	100.0
37.707516	37.707516	244	244	60	100.0
23.290358	23.290358	300	300	60	99.333336
33.543316	33.543316	301	301	60	100.0
23.59847	23.59847	300	300	60	99.333336
29.783163	29.783163	151	151	0	100.0
22.734516	22.734516	280	280	0	99.28571
23.840118	23.840118	295	295	60	99.32204
31.359026	31.359026	300	300	60	100.0
29.928726	29.928726	301	301	60	100.0
20.987234	20.987234	281	281	60	97.508896
21.921227	21.921227	125	125	0	99.2
23.941257	23.941257	300	300	60	100.0
25.854729	25.854729	301	301	60	99.33555
22.42115	22.42115	274	274	60	99.63504
36.14702	36.14702	300	300	60	99.333336
26.25602	26.25602	300	300	60	99.666664
24.310555	24.310555	300	300	60	100.0
24.149431	24.149431	296	296	60	98.98649
22.114044	22.114044	297	297	0	99.3266
21.757776	21.757776	301	301	60	99.00332
20.172417	20.172417	251	251	60	99.203186
31.977663	31.977663	298	298	60	100.0
26.160276	26.160276	301	301	60	99.66777
22.34136	22.34136	292	292	60	98.63481
37.275776	37.275776	301	301	60	100.0
37.65688	37.65688	170	170	60	100.0
37.72524	37.72524	301	301	53	100.0
21.8916	21.8916	294	294	60	100.0
24.542873	24.542873	301	301	60	99.66777
34.44058	35.50912	301	267	60	99.25094
36.97807	36.97807	301	301	60	99.33555
27.244976	27.244976	301	301	60	100.0
23.14188	23.14188	300	300	60	99.333336
30.263964	30.263964	301	301	60	100.0
24.135809	24.135809	301	301	60	99.66777
22.471558	22.471558	300	300	60	99.666664
27.958487	27.958487	196	196	60	100.0
23.424335	23.424335	301	301	60	99.66777
32.028324	32.028324	301	301	60	100.0
29.321428	37.189117	299	202	60	100.0
28.618893	28.618893	301	301	0	99.66777
25.479681	25.479681	301	301	60	100.0
33.541645	33.541645	299	299	60	100.0
34.316895	34.316895	300	300	0	100.0
37.053814	37.053814	301	301	60	100.0
31.207863	31.207863	301	301	60	100.0
25.223696	25.223696	300	300	60	100.0
