Genome	X2_cov.Mean	X3_cov.Mean	X4_cov.Mean	X5_cov.Mean	X1_cov.Mean
bin.0000	34.452385	17.385141	104.59578	37.70159	36.21486
bin.0001	10.465939	12.476482	17.085403	6.6653028	5.517343
bin.0002	19.416296	16.632662	38.837914	14.408168	11.556929
bin.0003	39.025715	25.410934	97.0243	36.857914	37.720325
bin.0004	15.948455	21.947266	67.30284	23.927986	20.420887
bin.0005	5.400711	5.3099294	21.067421	7.4734206	6.165126
bin.0006	13.270788	21.127504	29.010427	10.781991	8.023008
bin.0007	5.691973	6.423904	11.19883	3.8547063	3.7467096
bin.0008	7.725485	15.212115	21.985697	7.831833	5.4157896
bin.0009	7.229366	11.596986	20.77189	7.610408	6.025867
bin.0010	11.007219	8.145587	27.464958	10.157874	8.500654
bin.0011	3.9419706	2.282448	7.2326555	2.8552964	3.637261
bin.0012	7.4913344	4.2807217	17.35755	6.544749	7.9334555
bin.0013	5.4201465	3.9081302	10.058245	3.853791	4.232606
bin.0014	72.03893	107.60791	149.60608	56.82374	31.304674
bin.0015	16.18137	24.593878	47.606606	16.820988	11.604044
bin.0016	9.706011	9.885445	19.897442	7.618418	5.772814
bin.0017	64.7448	33.03591	185.30101	68.14495	70.643166
bin.0018	7.8496065	5.9809093	14.481851	5.362858	5.312949
bin.0019	6.020238	1.2488263	16.364422	6.0299964	8.570146
bin.0020	10.499743	12.64352	22.874866	8.259358	7.3362427
bin.0021	411.73483	579.4898	683.0196	262.15182	196.37729
bin.0022	263.67517	215.92108	785.11255	283.7102	258.2443
bin.0023	41.360203	48.01251	74.035164	28.969643	20.593527
bin.0024	51.33196	7.232191	148.23277	55.403236	76.58556
bin.0025	33.525776	41.38662	61.56103	23.386372	15.706314
bin.0026	8.182413	3.1027172	28.517756	9.686433	10.646085
bin.0027	95.03083	112.90067	180.92636	68.54889	45.51351
bin.0028	61.33287	73.61827	107.98382	41.037956	26.813286
bin.0029	7.6039314	8.787239	16.4232	6.499121	4.6781173
bin.0030	16.559814	7.061059	46.90471	16.95894	17.977648
