Genome	X2_cov.Mean	X4_cov.Mean	X3_cov.Mean	X1_cov.Mean	X104_cov.Mean
bin.0000	10.639598	13.358996	17.636639	7.075673	5.246811
bin.0001	31.86732	39.0471	58.089687	22.17766	14.717576
bin.0002	56.498165	72.10002	101.549446	38.90504	24.568798
bin.0003	4.0654306	5.582193	11.601272	5.3634872	3.2148154
bin.0004	10.298234	9.29614	21.451841	8.038845	5.808408
bin.0005	22.511711	37.952034	68.72417	25.180155	20.110939
bin.0006	52.070675	7.4528813	154.43002	57.576168	73.84292
bin.0007	15.247203	17.770998	29.36737	11.080291	7.6024284
bin.0008	9.836927	10.933054	19.688383	7.839685	5.353885
bin.0009	6.956874	4.80151	19.916239	7.7839637	6.1142197
bin.0010	10.822351	13.094251	29.812319	10.917539	6.01789
bin.0011	15.71167	16.977468	29.551197	11.1965475	8.351327
bin.0012	59.018467	72.45711	123.63475	47.9973	48.91783
bin.0013	15.210375	14.255248	31.424417	12.129578	11.200007
bin.0014	14.951945	21.085056	65.27472	23.163168	19.773172
bin.0015	261.82898	214.39857	783.9164	282.84863	256.18173
bin.0016	7.351864	2.4910414	20.415264	7.608344	6.650052
bin.0017	10.370983	7.7653203	28.412739	10.345154	11.070206
bin.0018	14.36912	6.8566966	45.483036	16.518501	16.483606
bin.0019	5.2153616	6.021304	10.577528	4.853871	1.4404854
bin.0020	3.6963081	3.527117	9.769745	4.712085	3.5637412
bin.0021	5.406587	5.0063987	15.000972	5.7969956	4.271221
bin.0022	4.9038367	2.201347	24.58826	8.693748	6.2714505
bin.0023	50.0494	75.67268	93.14123	35.17668	21.257822
bin.0024	29.494482	29.155043	57.98132	22.91159	19.546131
bin.0025	40.587276	39.571404	72.63504	27.2748	19.321167
bin.0026	43.11411	50.961823	78.10491	30.621384	21.278004
bin.0027	7.480102	14.77439	21.28082	7.802628	5.13957
bin.0028	18.268034	27.346914	34.863827	13.423811	8.656396
bin.0029	3.323132	2.6799746	15.446455	6.5688214	5.095141
bin.0030	5.6511	8.338634	8.464363	4.142916	2.0241017
bin.0031	2.865678	2.0396235	7.403587	3.7736888	2.2698429
bin.0032	5.227546	8.731021	11.090825	4.8020973	2.4592113
bin.0033	12.669908	13.760736	22.58383	8.903722	5.727453
bin.0034	149.21802	172.62794	297.60577	112.49608	85.46305
bin.0035	5.072548	4.616672	15.963723	6.0894785	4.6372013
bin.0036	26.81866	35.31341	62.898914	23.367489	17.552042
bin.0037	11.760968	9.450681	24.877811	9.53796	7.9523377
bin.0038	90.13775	147.07907	158.5616	60.50269	43.541893
bin.0039	20.889004	24.22317	35.6189	13.499938	9.080447
bin.0040	11.734125	9.307543	28.8061	10.82117	8.109119
bin.0041	66.562675	33.0329	189.91194	69.2697	67.54324
bin.0042	5.3660526	8.520083	11.016939	4.7058992	2.4699106
bin.0043	40.779713	25.954432	101.07695	38.28163	37.762737
bin.0044	6.2701187	4.111772	25.316965	8.885472	8.331184
bin.0045	349.80148	157.61252	1502.1458	511.7722	468.91165
bin.0046	6.030826	8.901211	16.512926	6.5870256	3.7385492
bin.0047	19.079517	16.875753	38.652195	14.412559	11.02773
bin.0048	16.445818	28.386938	43.729282	16.113224	11.403994
bin.0049	3.1247108	2.4614773	5.999173	3.6746433	1.8784037
bin.0050	6.9328866	7.8552103	17.444244	7.0482597	4.437135
bin.0051	5.549796	4.6854863	14.688682	6.1189494	3.770229
bin.0052	6.637809	7.405476	12.952331	5.445928	2.9736803
bin.0053	18.791681	29.188276	32.91508	13.081029	13.019383
bin.0054	6.5082297	10.687175	19.618467	7.303508	5.141638
bin.0055	44.84937	85.218864	119.535484	44.877346	33.42543
bin.0056	7.3749485	10.424097	17.881687	6.833244	5.0044465
bin.0057	65.40737	81.53047	118.24329	44.411095	28.727184
bin.0058	8.602396	10.997765	15.191139	6.1482787	3.370147
bin.0059	3.5308943	2.6757593	6.4910307	3.8329256	1.8392005
bin.0060	8.533705	5.157864	13.948721	6.0841365	3.9243135
bin.0061	8.787199	12.833915	23.14998	8.525406	5.924191
bin.0062	25.585024	31.37571	45.50357	17.750628	9.942042
bin.0063	11.750415	10.069072	32.254063	11.536403	9.524087
bin.0064	6.6457596	7.5842204	12.684285	5.202066	2.8091996
bin.0065	5.9690585	6.768304	15.871979	6.630594	4.481275
bin.0066	205.78413	174.44675	507.4693	188.03372	157.48395
bin.0067	89.35143	104.951614	167.3923	62.912376	41.892887
bin.0068	8.66293	6.69301	17.044647	6.9836497	6.0456824
bin.0069	17.807846	15.877607	40.96647	15.409257	13.805433
bin.0070	5.7361717	5.129634	12.069554	5.157264	3.2373939
bin.0071	4.676003	5.337751	11.032635	5.026231	3.088779
bin.0072	15.926366	16.13706	29.902308	11.731171	8.72907
bin.0073	8.119833	8.51859	17.10609	6.735488	4.899109
bin.0074	11.2953005	10.966551	21.393347	8.510627	6.471813
bin.0075	121.69634	69.889336	547.92175	190.57863	174.70161
bin.0076	15.719131	10.639684	59.387672	20.625177	18.083593
bin.0077	9.549637	12.123743	21.277014	8.200998	6.483102
bin.0078	7.609623	8.70043	17.147034	6.606684	4.7040195
bin.0079	29.077267	19.411715	95.48145	33.894825	29.734049
bin.0080	179.57492	323.30194	425.0684	157.02222	146.01538
bin.0081	2.999471	3.7785587	11.564441	4.841334	3.668021
bin.0082	5.725659	5.179635	11.45928	4.9958706	3.0866272
bin.0083	36.839714	42.955265	65.72808	25.361223	17.848764
bin.0084	3.481473	6.327096	8.396484	3.8572903	2.5633023
bin.0085	4.7729278	5.2832766	9.956983	4.6334558	2.7986176
bin.0086	5.0228205	3.2427602	12.391106	5.153303	3.98854
bin.0087	16.11594	15.631888	31.064291	11.6545	7.645306
bin.0088	3.468322	3.8700173	9.030081	4.497147	2.507196
bin.0089	7.608958	7.7575083	13.852743	5.675795	3.6498206
bin.0090	21.391096	28.94256	76.13726	26.315395	21.916006
bin.0091	30.540651	16.498728	99.98382	35.521717	33.324978
bin.0092	7.1063375	9.333774	15.118641	6.2103267	4.5468493
bin.0093	24.740536	29.607822	46.564304	17.756186	15.045633
bin.0094	5.2423854	8.704362	13.311541	5.283218	2.915365
bin.0095	67.81446	72.35868	138.74352	52.90374	41.05762
bin.0096	8.771852	10.79037	16.155815	6.4945183	4.192165
bin.0097	94.91313	120.33512	210.97116	79.594986	56.018143
bin.0098	5.9132166	3.0727575	17.98819	6.8334475	5.9537783
bin.0099	380.45218	551.1922	649.8139	249.68944	185.01987
bin.0100	9.081983	15.151072	25.054777	9.687234	6.4692454
bin.0101	39.96958	19.766438	184.26944	62.482403	61.157436
bin.0102	53.12311	85.12627	96.39488	36.758118	20.75924
bin.0103	6.599889	4.752936	17.371445	6.707049	5.025818
bin.0104	14.32263	12.183232	30.638548	11.699067	10.34779
bin.0105	38.41785	59.713413	73.32297	27.567333	16.810349
bin.0106	9.331792	10.456691	19.937487	7.8363295	5.201285
bin.0107	5.7046714	6.1000333	11.897595	4.9940567	2.955624
bin.0108	8.45191	9.936916	20.452274	7.6425414	5.631662
bin.0109	25.879017	8.807458	130.92432	44.494278	50.746357
bin.0110	7.2484474	6.4744287	24.818342	8.971985	7.425776
bin.0111	220.92747	257.0512	511.81833	188.92279	137.32944
bin.0112	11.188278	11.4343195	23.219446	9.745683	7.6443524
bin.0113	12.05083	16.267368	25.584988	9.29855	4.32164
bin.0114	6.759918	7.292258	13.036995	5.5225024	3.3708377
bin.0115	7.7163644	7.256499	14.253569	5.8384433	4.01499
bin.0116	13.014687	20.786713	29.017397	11.126921	7.6506777
bin.0117	3.7743883	6.189005	7.2484584	3.821541	1.4629004
bin.0118	7.935623	4.9987044	12.727619	5.5059676	3.4684536
bin.0119	23.361355	19.27475	54.185146	19.610865	19.5084
bin.0120	74.463234	111.19446	154.16089	58.4822	32.281322
bin.0121	7.295598	8.473441	15.794921	6.4560275	3.9951096
bin.0122	16.65546	24.600626	49.892506	17.512411	12.12372
bin.0123	8.0683565	3.1758387	29.098154	10.007814	9.88326
bin.0124	6.105979	3.2286713	33.704685	11.350937	13.851409
bin.0125	5.801575	1.0087978	16.342949	6.7575407	7.746827
