contig_3407	bin.0000
contig_5946	bin.0000
contig_13828	bin.0000
contig_9890	bin.0000
contig_10946	bin.0000
contig_1066	bin.0000
contig_1250	bin.0000
contig_2650	bin.0000
contig_9259	bin.0000
contig_14627	bin.0000
contig_13677	bin.0000
contig_1067	bin.0000
contig_4660	bin.0000
contig_14373	bin.0000
contig_1700	bin.0000
contig_4685	bin.0001
contig_9879	bin.0001
contig_1887	bin.0001
contig_9564	bin.0001
contig_9566	bin.0001
contig_9787	bin.0001
contig_4468	bin.0001
contig_73	bin.0001
contig_3617	bin.0001
contig_6507	bin.0001
contig_74	bin.0001
contig_3613	bin.0001
contig_334	bin.0002
contig_8359	bin.0002
contig_9975	bin.0002
contig_5836	bin.0002
contig_2368	bin.0002
contig_6746	bin.0002
contig_7635	bin.0002
contig_3390	bin.0002
contig_262	bin.0002
contig_337	bin.0002
contig_14367	bin.0002
contig_14460	bin.0002
contig_14290	bin.0002
contig_1613	bin.0003
contig_8064	bin.0003
contig_9628	bin.0003
contig_9475	bin.0003
contig_8066	bin.0003
contig_8462	bin.0003
contig_4809	bin.0003
contig_1186	bin.0003
contig_7149	bin.0003
contig_8181	bin.0003
contig_15023	bin.0003
contig_3003	bin.0003
contig_76	bin.0003
contig_13803	bin.0003
contig_13885	bin.0003
contig_3372	bin.0003
contig_13886	bin.0003
contig_14805	bin.0003
contig_14589	bin.0003
contig_7407	bin.0003
contig_13884	bin.0003
contig_1599	bin.0003
contig_1594	bin.0003
contig_3359	bin.0003
contig_9763	bin.0003
contig_6331	bin.0003
contig_1602	bin.0003
contig_4382	bin.0003
contig_14346	bin.0003
contig_1864	bin.0003
contig_8559	bin.0003
contig_14643	bin.0003
contig_8956	bin.0004
contig_8403	bin.0004
contig_11613	bin.0004
contig_6698	bin.0004
contig_10535	bin.0004
contig_9200	bin.0004
contig_14993	bin.0004
contig_12874	bin.0004
contig_3168	bin.0004
contig_9459	bin.0004
contig_3343	bin.0004
contig_5644	bin.0004
contig_8326	bin.0004
contig_10150	bin.0004
contig_67	bin.0004
contig_10023	bin.0004
contig_13255	bin.0004
contig_3611	bin.0004
contig_7841	bin.0004
contig_14145	bin.0004
contig_14539	bin.0004
contig_14408	bin.0004
contig_9235	bin.0004
contig_13329	bin.0004
contig_3958	bin.0004
contig_11323	bin.0004
contig_577	bin.0004
contig_5884	bin.0004
contig_12847	bin.0004
contig_2476	bin.0004
contig_4246	bin.0004
contig_10608	bin.0004
contig_5506	bin.0004
contig_14781	bin.0004
contig_7898	bin.0004
contig_12733	bin.0004
contig_8434	bin.0004
contig_11430	bin.0004
contig_10153	bin.0004
contig_10767	bin.0004
contig_13890	bin.0004
contig_5732	bin.0004
contig_11278	bin.0004
contig_15241	bin.0004
contig_12665	bin.0004
contig_5264	bin.0004
contig_5731	bin.0004
contig_14779	bin.0004
contig_9929	bin.0004
contig_5625	bin.0004
contig_6931	bin.0004
contig_13581	bin.0004
contig_6671	bin.0004
contig_6403	bin.0004
contig_2386	bin.0004
contig_7901	bin.0004
contig_12560	bin.0004
contig_9526	bin.0004
contig_3626	bin.0004
contig_5730	bin.0004
contig_3425	bin.0004
contig_13569	bin.0004
contig_13464	bin.0004
contig_12067	bin.0004
contig_14497	bin.0004
contig_1835	bin.0004
contig_13042	bin.0004
contig_15308	bin.0004
contig_7902	bin.0004
contig_14498	bin.0004
contig_4503	bin.0004
contig_11324	bin.0004
contig_12566	bin.0004
contig_10713	bin.0004
contig_5571	bin.0004
contig_11844	bin.0004
contig_10193	bin.0005
contig_1233	bin.0005
contig_8423	bin.0005
contig_1293	bin.0005
contig_12575	bin.0005
contig_14100	bin.0005
contig_13213	bin.0005
contig_1577	bin.0005
contig_4070	bin.0005
contig_12351	bin.0005
contig_5019	bin.0005
contig_4428	bin.0005
contig_5017	bin.0005
contig_14708	bin.0005
contig_13661	bin.0005
contig_11938	bin.0005
